+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                                                                                                                                                                                      Tabla de parseo SLR(1) Simulación                                                                                                                                                                                                                                                      |
+-------+---------------------------------------------------------------------------------+----------------------------------------------------------------------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------------------------------------+
| State |                                      Stack                                      |                                                             Symbols                                                              |                                                                                                                              Input                                                                                                                               |                   Actions                   |
|   20  |        ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I2', 'I6', 'I7', 'I2', 'I4']       |         ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'factor']          |                                        ['TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                        |           Reduce by term → factor           |
|   21  |        ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I2', 'I6', 'I7', 'I2', 'I5']       |          ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'term']           |                                        ['TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                        |                 Shift to I8                 |
|   22  |     ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I2', 'I6', 'I7', 'I2', 'I5', 'I8']    |      ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'term', 'TIMES']      |                                            ['ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                             |                 Shift to I1                 |
|   23  |  ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I2', 'I6', 'I7', 'I2', 'I5', 'I8', 'I1'] |   ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'term', 'TIMES', 'ID']   |                                               ['RPAREN', 'RPAREN', 'TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                |            Reduce by factor → ID            |
|   24  | ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I2', 'I6', 'I7', 'I2', 'I5', 'I8', 'I11'] | ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'term', 'TIMES', 'factor'] |                                               ['RPAREN', 'RPAREN', 'TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                |      Reduce by term → term TIMES factor     |
|   25  |        ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I2', 'I6', 'I7', 'I2', 'I5']       |          ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'term']           |                                               ['RPAREN', 'RPAREN', 'TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                |         Reduce by expression → term         |
|   26  |        ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I2', 'I6', 'I7', 'I2', 'I6']       |       ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'expression']        |                                               ['RPAREN', 'RPAREN', 'TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                |                 Shift to I9                 |
|   27  |     ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I2', 'I6', 'I7', 'I2', 'I6', 'I9']    |  ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'expression', 'RPAREN']   |                                                    ['RPAREN', 'TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                     | Reduce by factor → LPAREN expression RPAREN |
|   28  |           ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I2', 'I6', 'I7', 'I4']          |              ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'factor']               |                                                    ['RPAREN', 'TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                     |           Reduce by term → factor           |
|   29  |          ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I2', 'I6', 'I7', 'I10']          |               ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'term']                |                                                    ['RPAREN', 'TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                     | Reduce by expression → expression PLUS term |
